fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
5.4;0.41;0.21;2.7;0.033;40.4;139.6;0.99;3.27;0.63;11.3;7
8.4;0.51;0.25;1.1;0.07;17.3;52.5;0.99;2.93;0.8;11.7;6
9.1;0.57;0.14;1.2;0.012;27.0;75.9;0.99;3.11;0.56;10.2;5
8.8;0.39;0.25;2.9;0.059;24.3;107.5;0.99;3.18;0.68;11.3;5
9.6;0.58;0.41;4.2;0.083;15.5;49.9;0.99;3.47;0.65;12.1;5
10.3;0.42;0.27;1.6;0.113;9.7;45.3;0.99;3.41;0.68;11.7;6
8.2;0.41;0.24;4.2;0.074;19.3;60.1;0.99;3.23;0.6;10.7;5
10.2;0.43;0.11;5.2;0.103;21.2;89.6;0.99;3.42;0.76;10.4;6
8.2;0.5;0.22;2.3;0.012;9.9;27.6;0.99;3.44;0.33;12.3;5
7.1;0.58;0.4;4.4;0.084;17.6;49.7;0.99;3.29;0.81;10.5;6
7.6;0.44;0.22;2.3;0.012;28.8;98.7;0.99;3.1;0.56;11.7;5
8.8;0.47;0.22;3.8;0.03;37.5;125.9;0.99;3.28;0.69;11.5;5
10.1;0.43;0.42;4.6;0.078;24.8;92.8;0.99;3.3;0.79;11.6;7
8.3;0.35;0.25;13.0;0.147;35.4;123.4;0.99;3.13;0.83;11.2;6
7.2;0.48;0.38;2.1;0.104;9.3;38.8;0.99;3.37;0.67;9.5;5
10.8;0.24;0.18;2.3;0.088;23.2;78.3;0.99;3.35;0.67;12.1;7
5.9;0.57;0.35;1.5;0.086;29.9;98.0;0.99;3.38;0.54;11.9;6
7.2;0.38;0.47;1.6;0.053;6.5;16.9;0.99;3.35;0.72;10.9;7
9.8;0.48;0.38;4.0;0.061;10.8;58.2;0.99;3.42;0.5;11.3;6
11.3;0.64;0.06;7.2;0.107;34.0;121.3;0.99;3.28;0.59;11.0;5
9.1;0.55;0.16;2.3;0.022;5.7;6.0;0.99;3.34;0.57;11.1;4
8.7;0.52;0.23;1.5;0.115;1.8;6.0;0.99;3.25;0.58;11.0;5
7.8;0.37;0.38;1.8;0.069;31.9;112.6;0.99;3.22;0.7;10.1;6
9.2;0.37;0.15;2.5;0.126;28.4;117.9;0.99;3.51;0.68;11.0;6
8.5;0.46;0.15;1.9;0.132;20.4;81.7;0.99;3.0;0.62;11.2;5
7.0;0.5;0.09;1.7;0.012;15.4;44.7;0.99;3.44;0.41;11.7;5
7.8;0.44;0.2;4.3;0.06;11.3;63.7;0.99;3.22;0.57;10.9;6
6.8;0.44;0.18;1.0;0.047;18.8;65.5;0.99;3.2;0.81;13.6;7
8.3;0.39;0.44;2.9;0.012;32.4;125.9;0.99;3.35;0.78;9.9;6
8.6;0.58;0.19;4.9;0.038;18.4;52.8;0.99;3.09;0.47;10.5;5
11.1;0.6;0.32;1.8;0.202;38.5;110.8;0.99;3.19;0.57;10.9;5
7.3;0.57;0.22;3.3;0.116;6.5;8.7;0.99;3.18;0.71;10.4;4
8.0;0.33;0.31;3.8;0.177;15.7;22.4;0.99;3.28;0.68;10.8;7
10.4;0.56;0.19;3.7;0.126;12.0;63.1;0.99;3.19;0.64;11.4;5
11.4;0.46;0.36;2.5;0.052;4.5;17.9;0.99;3.55;0.84;11.7;6
9.1;0.57;0.27;2.1;0.069;14.3;40.8;0.99;3.58;0.61;11.0;5
7.9;0.64;0.29;5.5;0.115;20.2;75.2;0.99;3.01;0.65;11.7;6
7.5;0.49;0.22;4.6;0.108;21.4;76.8;0.99;3.39;0.68;11.1;6
5.2;0.42;0.24;2.0;0.06;38.6;141.3;0.99;3.44;0.89;10.1;6
6.7;0.46;0.31;1.3;0.016;20.7;84.5;0.99;3.39;0.69;10.4;5
8.5;0.53;0.24;1.2;0.242;27.9;94.8;0.99;3.21;0.6;10.7;4
8.0;0.4;0.26;1.2;0.08;16.6;49.3;0.99;3.27;0.6;11.1;5
9.4;0.5;0.23;3.2;0.072;33.4;125.2;0.99;3.2;0.8;11.8;7
8.0;0.19;0.5;1.1;0.092;41.0;151.5;0.99;3.25;0.82;12.2;7
7.1;0.53;0.23;2.0;0.076;21.4;75.9;0.99;3.13;0.59;10.9;6
8.9;0.39;0.28;4.5;0.093;5.5;41.0;0.99;3.29;0.77;11.4;6
12.6;0.43;0.26;1.9;0.147;10.1;31.0;0.99;3.08;0.68;11.9;6
7.8;0.46;0.45;4.6;0.081;18.8;56.8;0.99;3.28;0.65;10.9;5
8.5;0.55;0.28;4.4;0.032;20.6;76.3;0.99;3.12;0.66;10.8;7
9.7;0.55;0.21;1.7;0.079;23.2;74.5;0.99;3.34;0.61;10.2;5
7.3;0.63;0.26;4.3;0.065;20.7;77.4;0.99;3.21;0.55;11.7;5
10.5;0.61;0.21;4.4;0.154;15.9;47.3;0.99;3.35;0.59;12.5;6
5.6;0.57;0.26;2.3;0.142;9.2;28.2;0.99;3.47;0.69;11.9;5
7.6;0.43;0.49;1.6;0.092;20.1;89.3;0.99;3.55;0.61;11.2;5
7.8;0.46;0.31;2.8;0.027;35.3;119.5;0.99;2.93;0.57;10.4;6
8.6;0.48;0.28;7.4;0.029;26.5;84.8;0.99;3.18;0.87;11.0;5
4.9;0.43;0.21;3.6;0.088;21.5;87.0;0.99;3.26;0.59;12.6;6
10.6;0.54;0.42;1.5;0.103;26.6;82.6;0.99;3.38;0.76;11.5;5
9.0;0.54;0.44;3.9;0.069;12.0;35.1;0.99;3.06;0.5;10.8;5
10.2;0.59;0.34;2.4;0.064;10.6;42.9;0.99;3.16;0.7;11.5;5
11.0;0.61;0.32;3.2;0.059;8.0;37.4;0.99;3.33;0.62;10.0;5
7.0;0.47;0.26;4.3;0.086;14.6;63.3;0.99;3.32;0.64;10.8;6
4.6;0.59;0.29;2.8;0.012;11.5;32.8;0.99;3.37;0.67;10.1;5
10.2;0.43;0.2;5.2;0.035;28.5;105.7;0.99;3.38;0.71;11.8;6
7.8;0.61;0.17;4.2;0.058;10.9;33.5;0.99;3.36;0.62;12.0;6
6.4;0.42;0.13;3.4;0.144;7.5;20.2;0.99;3.34;0.61;11.3;6
9.3;0.53;0.35;1.4;0.049;36.2;138.7;0.99;3.32;0.59;11.1;7
12.5;0.33;0.14;5.5;0.095;11.1;33.4;0.99;3.41;0.73;11.4;6
8.1;0.51;0.2;7.9;0.098;17.5;64.0;0.99;2.97;0.52;10.6;5
9.9;0.59;0.21;1.4;0.148;20.6;73.7;0.99;3.54;0.6;10.0;4
6.6;0.58;0.35;2.7;0.146;4.0;6.0;0.99;2.98;0.71;11.3;5
5.4;0.57;0.22;1.7;0.084;28.8;110.5;0.99;3.15;0.72;10.8;6
9.9;0.43;0.36;4.5;0.065;22.5;84.4;0.99;3.28;0.58;9.7;5
9.2;0.37;0.37;4.2;0.056;32.2;92.8;0.99;3.41;0.79;10.3;6
7.5;0.34;0.17;1.4;0.076;8.8;33.6;0.99;2.86;0.66;10.1;6
11.2;0.68;0.36;6.2;0.067;16.9;51.4;0.99;3.31;0.52;11.2;5
5.3;0.51;0.25;1.5;0.113;16.3;68.0;0.99;3.43;0.67;11.5;6
6.2;0.44;0.2;5.0;0.107;18.6;50.6;0.99;3.46;0.71;11.1;5
7.4;0.51;0.22;2.5;0.115;1.0;6.0;0.99;3.21;0.58;11.5;5
7.7;0.6;0.28;2.0;0.146;17.0;63.1;0.99;3.26;0.79;12.4;6
10.8;0.45;0.24;1.4;0.175;1.0;6.0;0.99;3.22;0.62;10.9;6
8.4;0.45;0.2;1.5;0.093;19.6;76.2;0.99;3.25;0.64;11.7;6
8.0;0.47;0.17;3.7;0.139;1.0;6.0;0.99;3.16;0.55;9.7;5
6.1;0.45;0.26;3.0;0.07;1.0;20.0;0.99;3.18;0.72;12.1;5
10.1;0.6;0.26;1.3;0.143;24.4;90.7;0.99;3.38;0.69;10.4;6
6.4;0.65;0.33;1.3;0.137;10.2;49.3;0.99;3.33;0.6;10.8;6
6.1;0.38;0.29;1.2;0.134;5.5;28.0;0.99;3.38;0.66;10.9;6
7.6;0.69;0.26;4.4;0.091;29.2;102.1;0.9927;3.34;0.34;9.8;5
8.6;0.43;0.34;4.1;0.056;19.3;54.7;0.99;3.42;0.78;11.4;6
7.1;0.6;0.39;1.2;0.021;25.0;81.9;0.99;3.44;0.63;11.2;5
9.5;0.69;0.4;3.1;0.085;14.1;65.2;0.99;3.05;0.41;10.8;5
7.8;0.4;0.44;1.2;0.159;43.9;167.5;0.99;3.18;0.6;10.6;7
10.1;0.52;0.34;6.9;0.072;9.5;27.1;0.99;3.28;0.61;12.6;5
9.2;0.49;0.52;6.9;0.124;34.1;91.2;0.99;3.31;0.62;12.2;7
11.3;0.44;0.29;4.0;0.127;15.2;51.1;0.99;3.21;0.73;13.1;5
7.5;0.66;0.28;7.5;0.074;1.0;6.0;0.99;3.45;0.69;10.4;5
9.7;0.49;0.5;5.2;0.149;20.9;70.7;0.99;3.61;0.74;12.2;6
5.3;0.35;0.04;5.4;0.012;19.2;72.5;0.99;3.34;0.49;12.4;7
13.2;0.42;0.26;3.1;0.03;4.9;25.9;0.99;3.32;0.65;11.2;6
9.6;0.34;0.41;1.9;0.044;6.2;31.6;0.99;3.44;0.63;12.5;6
7.8;0.43;0.38;1.6;0.048;15.6;59.1;0.99;3.03;0.6;11.1;6
7.9;0.45;0.54;2.0;0.103;19.5;50.2;0.99;3.31;0.66;11.1;6
7.9;0.37;0.29;3.5;0.101;1.0;6.0;0.99;3.46;0.59;8.6;6
11.4;0.55;0.21;1.5;0.106;26.9;117.2;0.99;3.21;0.67;11.3;5
9.8;0.53;0.25;1.7;0.115;10.7;41.2;0.99;3.13;0.78;10.3;6
7.5;0.53;0.28;2.6;0.042;1.9;10.3;0.99;3.28;0.72;10.6;5
6.2;0.48;0.47;1.7;0.03;25.7;93.5;0.99;3.3;0.74;11.0;7
10.3;0.33;0.47;3.2;0.106;15.6;58.8;0.99;3.17;0.95;11.5;7
9.7;0.65;0.24;7.4;0.057;28.6;76.3;0.99;3.62;0.76;11.4;5
9.5;0.49;0.31;4.4;0.013;20.5;69.4;0.99;3.24;0.69;11.4;6
8.2;0.56;0.25;3.7;0.133;15.9;55.3;0.99;3.14;0.7;12.4;7
7.8;0.79;0.2;3.2;0.153;14.3;62.9;0.99;3.3;0.78;12.0;5
11.2;0.43;0.38;2.7;0.16;20.9;73.6;0.99;3.45;0.8;11.1;6
11.3;0.37;0.47;1.5;0.096;11.5;23.8;0.99;3.31;0.61;11.4;7
9.4;0.6;0.15;6.6;0.116;7.0;28.8;0.99;3.38;0.71;11.4;4
9.9;0.54;0.3;1.7;0.151;22.2;69.7;0.99;3.18;0.68;12.2;6
8.7;0.68;0.23;1.2;0.057;14.4;38.2;0.99;3.53;0.56;11.6;5
6.0;0.34;0.4;4.5;0.139;16.2;48.4;0.99;3.39;0.55;11.0;7
6.6;0.45;0.27;1.5;0.1;27.3;101.0;0.99;3.47;0.72;12.1;7
10.2;0.4;0.12;2.2;0.13;14.7;64.0;0.99;3.36;0.75;11.9;7
10.5;0.54;0.38;1.1;0.096;16.0;60.8;0.99;3.43;0.86;12.2;6
10.1;0.63;0.25;1.4;0.148;9.6;39.9;0.99;3.18;0.8;10.9;6
8.9;0.46;0.26;1.5;0.098;20.4;76.1;0.99;3.24;0.64;10.1;6
10.2;0.38;0.29;1.1;0.017;19.5;69.3;0.99;3.51;0.69;11.6;5
8.2;0.55;0.32;3.7;0.155;25.3;95.5;0.99;3.54;0.78;9.4;6
9.4;0.54;0.27;5.5;0.042;9.8;10.1;0.99;3.14;0.61;10.0;4
8.0;0.47;0.12;2.2;0.146;11.1;40.0;0.99;3.35;0.64;10.6;6
6.5;0.63;0.31;6.2;0.083;24.2;74.3;0.99;3.25;0.6;10.2;5
9.8;0.58;0.06;1.6;0.142;18.5;76.4;0.99;3.21;0.69;10.4;5
10.5;0.54;0.33;2.0;0.14;6.4;20.9;0.99;3.35;0.69;12.0;5
12.5;0.42;0.39;1.4;0.107;29.5;103.6;0.99;3.48;0.67;12.1;6
8.7;0.26;0.11;3.4;0.111;1.0;6.0;0.99;3.38;0.39;10.8;5
6.5;0.55;0.31;2.4;0.107;24.1;94.5;0.99;3.26;0.57;12.3;6
7.7;0.52;0.36;3.4;0.012;2.6;15.4;0.99;3.39;0.71;10.2;5
8.1;0.7;0.21;4.6;0.093;35.6;130.2;0.99;3.26;0.44;10.0;5
8.6;0.52;0.35;3.0;0.035;1.0;6.0;0.99;3.37;0.82;12.1;6
9.1;0.43;0.0;3.5;0.095;27.9;89.9;0.99;3.52;0.8;11.9;6
8.9;0.66;0.36;7.8;0.033;15.0;54.7;0.99;3.0;0.65;10.6;5
9.6;0.6;0.28;1.9;0.031;12.0;35.1;0.99;3.43;0.76;10.5;6
8.6;0.39;0.28;2.1;0.162;17.8;66.6;0.99;3.08;0.8;13.0;7
4.6;0.6;0.38;4.2;0.137;22.5;57.1;0.99;3.49;0.69;10.0;6
8.7;0.49;0.42;3.4;0.087;6.4;17.5;0.99;3.21;0.51;10.5;5
8.4;0.64;0.27;1.5;0.096;7.3;43.5;0.99;3.13;0.7;10.8;4
9.2;0.47;0.47;2.2;0.075;22.7;83.8;0.99;3.41;0.89;13.2;7
7.7;0.7;0.06;2.6;0.114;1.0;6.0;0.99;3.36;0.48;10.9;4
8.7;0.47;0.38;2.4;0.055;9.8;54.2;0.99;3.16;0.61;12.2;7
9.2;0.45;0.27;1.5;0.134;47.7;143.6;0.99;3.12;0.69;10.9;6
8.0;0.52;0.23;7.5;0.075;5.7;11.8;0.99;3.28;0.69;12.3;7
9.4;0.47;0.09;4.6;0.067;27.9;93.6;0.99;3.13;0.71;11.5;6
8.4;0.28;0.4;2.6;0.088;9.7;42.5;0.99;3.15;0.92;10.9;8
8.6;0.49;0.34;3.8;0.059;21.2;83.0;0.99;3.33;0.43;11.6;5
4.6;0.67;0.41;6.7;0.102;22.7;70.8;0.99;3.17;0.86;12.2;6
6.4;0.48;0.37;1.4;0.062;27.7;106.9;0.99;3.37;0.61;11.6;5
6.4;0.61;0.2;1.7;0.109;13.8;44.3;0.99;3.53;0.75;11.4;6
8.7;0.37;0.41;3.0;0.144;36.7;140.6;0.99;3.29;0.76;10.6;6
10.5;0.46;0.45;5.0;0.053;9.7;23.6;0.9903;3.33;0.82;10.0;7
8.1;0.44;0.28;1.1;0.081;18.3;62.8;0.99;3.61;0.76;11.9;7
9.7;0.64;0.28;11.3;0.109;18.4;59.5;0.99;3.13;0.73;12.3;6
9.4;0.48;0.16;2.5;0.067;4.1;24.9;0.99;3.49;0.68;11.8;5
8.5;0.46;0.4;2.1;0.109;12.9;39.9;0.99;3.47;0.59;11.7;5
9.3;0.47;0.13;1.9;0.113;17.6;61.2;0.99;3.44;0.52;11.3;6
8.7;0.72;0.3;1.5;0.138;11.4;45.0;0.99;3.5;0.53;11.9;5
8.1;0.46;0.19;4.9;0.059;41.4;150.4;0.99;3.35;0.64;11.7;5
9.0;0.29;0.14;8.8;0.043;7.1;33.7;0.99;3.22;0.57;10.7;5
10.8;0.56;0.06;2.3;0.073;28.2;100.8;0.99;3.47;0.57;11.5;5
9.1;0.64;0.23;8.6;0.042;24.8;82.6;0.99;3.48;0.83;10.6;5
8.7;0.45;0.12;5.3;0.114;15.7;51.5;0.99;3.48;0.74;11.4;5
6.8;0.63;0.26;2.6;0.032;6.8;24.1;0.99;3.32;0.62;10.0;5
10.7;0.52;0.4;3.8;0.197;7.8;29.8;0.99;3.2;0.67;9.6;4
5.9;0.4;0.33;2.4;0.148;10.5;35.3;0.99;3.34;0.71;12.6;7
5.4;0.63;0.45;3.0;0.088;1.0;6.0;0.99;3.45;0.66;11.8;5
8.9;0.43;0.15;1.1;0.128;5.4;6.0;0.99;3.46;0.69;11.5;5
6.8;0.5;0.15;4.0;0.012;1.0;10.2;0.99;3.25;0.66;11.5;6
10.2;0.67;0.15;1.1;0.206;29.9;106.5;0.99;3.36;0.58;9.1;5
5.4;0.46;0.3;5.2;0.059;22.3;88.1;0.99;3.11;0.87;11.7;7
9.9;0.41;0.55;5.4;0.081;24.1;84.4;0.99;3.46;0.76;11.8;6
9.7;0.7;0.08;1.7;0.012;22.0;59.6;0.99;3.19;0.42;10.6;5
8.5;0.62;0.31;2.0;0.11;17.6;58.0;0.99;3.43;0.58;10.4;5
4.7;0.22;0.24;2.6;0.035;31.1;106.9;0.99;3.14;0.67;13.0;7
5.4;0.5;0.29;3.3;0.092;9.5;40.7;0.99;3.46;0.69;11.8;7
8.7;0.42;0.15;1.8;0.061;17.0;38.8;0.99;3.36;0.79;11.8;6
7.9;0.5;0.37;3.2;0.036;23.7;83.4;0.99;3.19;0.7;12.0;6
9.5;0.65;0.25;1.9;0.049;2.1;12.5;0.99;3.41;0.51;10.2;5
8.2;0.29;0.45;1.1;0.098;48.3;162.4;0.99;3.22;0.76;12.4;8
8.0;0.39;0.27;1.0;0.027;16.2;57.4;0.99;3.42;0.7;12.1;5
4.6;0.56;0.12;1.3;0.052;17.4;54.6;0.99;3.27;0.73;13.3;7
9.7;0.6;0.39;4.9;0.118;29.0;94.2;0.99;3.05;0.64;11.4;6
7.2;0.47;0.08;9.1;0.209;25.4;84.8;0.99;3.16;0.73;11.2;6
7.6;0.57;0.09;2.4;0.109;16.3;49.9;0.99;3.25;0.86;11.6;6
6.5;0.51;0.16;2.8;0.044;17.2;67.0;0.99;3.52;0.7;11.2;5
5.7;0.56;0.16;1.4;0.07;1.0;6.0;0.99;3.45;0.78;12.1;5
10.8;0.54;0.39;3.0;0.088;10.0;26.0;0.991;3.55;0.59;10.2;5
9.7;0.52;0.23;1.4;0.071;21.3;92.2;0.99;3.56;0.65;10.8;5
9.7;0.52;0.4;3.4;0.129;20.5;81.4;0.99;3.23;0.7;10.5;6
7.9;0.43;0.19;7.8;0.097;28.6;81.5;0.99;3.28;0.66;10.2;5
5.3;0.52;0.28;1.5;0.13;14.6;43.5;0.99;3.25;0.69;11.3;5
11.9;0.44;0.36;4.6;0.072;1.4;7.3;0.99;3.21;0.66;12.4;7
9.0;0.59;0.38;1.1;0.149;26.9;97.4;0.99;3.03;0.81;11.3;7
8.5;0.29;0.26;2.2;0.079;30.9;93.2;0.99;3.31;0.59;12.4;7
7.7;0.39;0.3;1.3;0.041;25.3;100.1;0.99;3.12;0.67;13.1;8
4.8;0.61;0.22;2.1;0.189;14.2;58.0;0.99;3.3;0.86;12.5;5
10.2;0.36;0.08;1.5;0.012;26.8;98.6;0.99;3.63;0.6;11.1;5
6.5;0.52;0.27;2.2;0.052;51.7;194.5;0.99;3.23;0.77;10.9;6
9.2;0.57;0.24;2.4;0.058;17.1;64.4;0.99;3.34;0.87;10.6;6
9.6;0.61;0.31;1.9;0.205;2.1;11.8;0.99;3.45;0.42;10.1;5
8.9;0.47;0.29;3.7;0.172;9.7;49.5;0.99;3.35;0.81;12.4;6
9.1;0.58;0.38;7.3;0.157;22.4;89.4;0.99;3.35;0.71;9.8;5
10.6;0.57;0.26;2.3;0.071;1.0;6.0;0.99;3.26;0.81;12.0;5
7.0;0.31;0.22;1.5;0.201;17.6;67.9;0.99;3.28;0.58;10.7;6
8.6;0.5;0.29;1.8;0.104;19.8;62.7;0.99;3.17;0.85;10.9;6
7.9;0.44;0.35;5.8;0.133;31.9;116.7;0.99;3.44;0.63;11.3;6
5.2;0.48;0.07;3.1;0.095;29.6;108.4;0.99;3.05;0.76;10.4;5
8.8;0.66;0.24;2.5;0.085;24.9;73.3;0.99;3.46;0.75;12.5;7
10.4;0.68;0.18;1.4;0.075;1.0;6.0;0.99;3.1;0.73;12.5;5
10.6;0.43;0.29;2.5;0.077;25.5;91.9;0.99;3.45;0.65;10.5;5
11.5;0.44;0.36;1.8;0.116;23.2;76.8;0.99;3.26;0.57;11.5;7
5.3;0.56;0.32;8.2;0.104;18.5;67.9;0.99;3.13;0.44;11.7;7
11.1;0.33;0.03;6.4;0.086;1.0;11.6;0.99;3.4;0.72;11.8;6
8.6;0.49;0.11;1.2;0.158;7.7;26.6;0.99;3.45;0.67;11.3;6
11.0;0.49;0.26;2.8;0.012;3.7;15.2;0.99;3.24;0.74;12.5;6
7.6;0.35;0.23;1.6;0.111;1.0;17.3;0.99;3.42;0.67;12.3;6
7.4;0.59;0.25;2.3;0.121;15.8;60.0;0.99;2.97;0.85;10.1;5
6.2;0.66;0.2;6.2;0.141;7.5;28.3;0.99;3.11;0.67;11.4;5
9.6;0.7;0.4;2.9;0.084;43.3;142.0;0.99;3.5;0.61;12.2;5
9.2;0.53;0.02;2.0;0.097;14.1;56.1;0.99;3.28;0.68;10.6;5
6.4;0.73;0.31;1.6;0.133;29.4;106.2;0.99;3.03;0.66;11.2;6
4.6;0.27;0.36;5.0;0.157;1.0;16.3;0.99;3.21;0.71;11.0;6
9.0;0.59;0.32;3.4;0.073;10.3;36.5;0.99;3.17;0.53;10.6;5
9.2;0.41;0.33;2.6;0.1;16.9;41.0;0.99;3.29;0.65;9.7;5
6.6;0.49;0.37;1.6;0.166;6.4;6.0;0.99;3.25;0.65;10.3;6
6.3;0.5;0.19;2.0;0.012;11.5;47.6;0.99;3.34;0.54;11.1;5
9.4;0.53;0.17;9.0;0.055;13.6;41.9;0.99;3.3;0.9;12.6;6
11.5;0.47;0.08;2.8;0.156;13.4;51.3;0.99;3.51;0.59;10.9;6
7.5;0.4;0.24;2.3;0.138;35.3;124.7;0.99;3.37;0.7;10.9;6
6.8;0.4;0.2;2.8;0.112;19.8;67.6;0.99;3.38;0.62;12.8;6
8.8;0.67;0.4;4.8;0.066;20.9;72.2;0.99;3.48;0.73;10.5;6
9.4;0.59;0.22;2.0;0.046;21.5;66.6;0.99;3.25;0.52;9.7;5
7.7;0.31;0.18;1.5;0.059;22.3;77.9;0.99;3.12;0.78;10.7;6
11.7;0.54;0.16;3.2;0.16;15.0;46.7;0.99;3.49;0.9;10.9;6
9.8;0.53;0.45;3.7;0.057;12.5;40.0;0.99;3.33;0.57;9.6;5
7.7;0.41;0.31;4.1;0.092;17.6;58.4;0.99;3.33;0.87;11.7;7
5.6;0.56;0.2;6.3;0.052;28.0;95.7;0.99;3.22;0.66;12.2;6
10.5;0.6;0.29;2.2;0.127;27.7;106.2;0.99;3.22;0.85;10.4;6
10.3;0.39;0.47;1.2;0.062;13.4;45.6;0.99;3.44;0.92;11.5;6
7.8;0.41;0.27;8.9;0.082;23.9;93.9;0.99;3.46;0.73;12.1;7
8.9;0.43;0.35;2.4;0.012;13.8;63.7;0.99;3.43;0.55;11.3;6
8.0;0.54;0.4;3.4;0.012;16.2;65.2;0.99;3.43;0.79;11.5;6
9.2;0.46;0.09;3.7;0.087;10.9;43.5;0.99;3.4;0.72;11.6;6
6.6;0.48;0.22;3.0;0.025;14.0;52.3;0.99;3.33;0.75;10.7;6
6.3;0.45;0.39;1.6;0.186;29.9;113.3;0.99;3.28;0.67;12.6;6
9.7;0.47;0.21;4.5;0.012;16.8;59.7;0.99;3.49;0.61;12.4;6
9.9;0.72;0.29;5.1;0.049;17.3;70.4;0.99;3.25;0.77;12.0;5
7.5;0.65;0.23;3.0;0.088;1.0;9.6;0.99;3.37;0.78;12.6;7
7.0;0.45;0.27;2.7;0.07;12.6;40.5;0.99;3.19;0.61;10.5;7
10.3;0.61;0.16;1.3;0.035;13.3;55.5;0.99;3.21;0.67;11.3;4
7.1;0.32;0.34;1.2;0.042;7.2;26.1;0.99;3.27;0.75;11.9;6
8.4;0.47;0.27;2.0;0.04;16.1;55.3;0.99;3.19;0.62;9.8;5
8.2;0.54;0.26;1.9;0.074;11.4;35.1;0.99;3.43;0.81;10.8;5
5.8;0.41;0.53;8.7;0.179;16.7;60.1;0.99;3.11;0.64;11.6;6
8.6;0.49;0.42;4.8;0.091;17.1;69.8;0.99;3.32;0.63;12.3;5
8.5;0.64;0.08;3.7;0.143;5.9;29.5;0.99;3.33;0.78;12.0;6
8.9;0.48;0.24;2.8;0.111;11.7;44.5;0.99;3.04;0.71;10.7;6
8.6;0.49;0.52;1.5;0.139;16.7;64.4;0.99;3.24;0.56;12.8;6
11.9;0.55;0.16;10.6;0.012;28.3;111.8;0.99;3.35;0.62;10.6;4
10.3;0.67;0.46;2.2;0.073;18.6;63.6;0.99;3.37;0.61;10.8;5
8.4;0.46;0.24;1.3;0.148;8.9;20.0;0.99;3.28;0.79;11.1;6
8.5;0.36;0.29;2.7;0.06;20.0;83.0;0.99;3.41;0.77;10.5;7
11.3;0.32;0.37;6.2;0.17;33.7;112.7;0.99;3.29;0.71;11.3;6
9.8;0.54;0.24;6.5;0.157;25.5;82.3;0.99;3.31;0.55;11.4;5
6.2;0.42;0.33;1.0;0.065;21.6;57.6;0.99;3.35;0.68;11.1;6
9.9;0.65;0.44;6.4;0.063;23.5;88.0;0.99;3.45;0.8;11.7;6
10.4;0.66;0.36;1.8;0.039;30.9;91.9;0.99;3.21;0.62;10.7;6
11.1;0.43;0.26;1.1;0.057;27.1;87.3;0.99;3.24;0.65;10.9;5
7.6;0.37;0.45;5.7;0.029;21.8;82.2;0.99;3.21;0.61;11.7;6
7.5;0.45;0.37;6.0;0.107;27.0;101.7;0.99;3.26;0.58;11.6;6
6.7;0.33;0.24;3.3;0.019;4.6;9.6;0.99;3.52;0.74;10.5;7
8.8;0.57;0.45;3.1;0.115;1.0;6.0;0.99;3.4;0.67;10.6;5
9.5;0.45;0.34;5.2;0.117;17.5;52.5;0.99;3.14;0.9;12.7;6
7.4;0.44;0.29;4.9;0.012;16.6;52.6;0.99;3.22;0.7;11.4;7
8.1;0.65;0.05;6.5;0.16;10.2;38.4;0.99;3.37;0.64;11.0;5
4.8;0.3;0.17;3.0;0.111;24.5;80.7;0.99;3.17;0.62;11.7;7
10.9;0.58;0.45;9.6;0.122;1.0;6.0;0.99;3.2;0.76;12.7;6
5.6;0.48;0.42;14.9;0.051;10.3;21.4;0.99;3.51;0.69;12.0;5
8.9;0.76;0.26;1.3;0.116;10.8;49.1;0.99;3.22;0.8;11.6;5
8.7;0.64;0.1;5.7;0.14;1.0;8.6;0.99;3.45;0.81;10.6;6
8.4;0.54;0.14;2.7;0.082;31.5;118.2;0.99;3.5;0.69;11.3;5
8.4;0.38;0.12;2.2;0.181;1.7;18.9;0.99;3.2;0.65;11.9;6
6.6;0.43;0.08;3.4;0.089;9.7;25.7;0.99;3.18;0.67;10.4;5
7.7;0.57;0.48;1.1;0.141;25.4;85.3;0.99;3.27;0.69;10.7;6
9.9;0.55;0.46;2.8;0.101;22.6;60.2;0.99;3.15;0.75;12.4;5
10.5;0.5;0.2;6.1;0.115;4.3;46.5;0.99;3.33;0.83;11.6;7
7.6;0.63;0.31;1.6;0.012;23.0;79.0;0.99;3.28;0.72;13.1;7
5.6;0.33;0.18;2.4;0.104;18.9;76.5;0.99;3.36;0.6;12.6;7
7.0;0.36;0.28;8.0;0.052;40.3;128.7;0.99;3.52;0.83;11.7;6
11.4;0.57;0.41;2.4;0.047;20.1;80.3;0.99;3.43;0.71;11.4;5
7.1;0.59;0.39;2.1;0.169;14.4;69.0;0.99;3.38;0.67;10.3;6
8.1;0.53;0.3;2.5;0.077;6.9;23.5;0.99;3.02;0.65;10.8;4
10.7;0.62;0.2;2.8;0.04;8.1;18.2;0.99;3.38;0.61;11.7;4
7.4;0.69;0.38;3.5;0.07;7.2;23.8;0.99;3.57;0.78;11.5;5
8.0;0.32;0.34;5.0;0.026;30.2;83.4;0.99;2.86;0.51;11.5;6
9.7;0.5;0.32;2.5;0.154;16.1;56.0;0.99;3.41;0.66;12.8;6
11.2;0.43;0.27;5.3;0.054;21.8;84.5;0.99;3.29;0.86;11.3;6
